,UMPA1,UMAP2,timepoint
11182141,9.996259,8.948801,tp1
11182142,2.6586738,10.382579,tp1
11182153,-2.5181205,8.309861,tp1
11182162,0.06241031,7.9232726,tp1
11182169,1.4891468,7.4012866,tp1
11182171,-0.49069598,7.8896756,tp1
11182175,0.9934051,7.960901,tp1
11182189,-1.3811548,11.469629,tp1
11182192,-0.43371648,9.540904,tp1
11182202,10.955038,4.0353856,tp1
11182205,7.5039625,8.156942,tp1
11182212,-1.95438,9.049021,tp1
11182215,10.825639,5.6982317,tp1
11182221,-0.92038125,11.206975,tp1
11182235,0.6764853,10.641726,tp1
11182243,-1.9276942,11.41195,tp1
11182245,8.389241,7.0083594,tp1
11182256,7.0387974,8.6714735,tp1
11182262,-0.98146445,7.086596,tp1
11182278,-1.7497936,11.054796,tp1
11182286,-0.9084183,10.345027,tp1
11182288,-1.5432632,11.1529,tp1
11182309,-0.2265838,9.142665,tp1
11182310,-1.0424072,10.7784,tp1
11182311,-0.43703786,9.93542,tp1
11182315,2.755256,10.386134,tp1
11182325,8.466644,9.0954895,tp1
11182339,-1.7494912,9.010536,tp1
11182341,1.8058548,9.682534,tp1
11182344,-2.4328282,7.8472548,tp1
11182347,1.7803534,9.4720545,tp1
11182369,0.8002552,11.338152,tp1
11182374,-1.7277496,11.726841,tp1
11182375,1.4150364,9.59601,tp1
11182380,-1.533366,9.292845,tp1
11182406,12.098436,6.547323,tp1
11182415,1.6476084,8.318003,tp1
11182421,4.2780175,9.752989,tp1
11182428,1.697865,11.293097,tp1
11182432,1.7239169,9.852431,tp1
11182434,1.4732331,11.30109,tp1
11182438,-0.19580148,9.664451,tp1
11182439,-0.87286556,7.2510104,tp1
11182440,7.5378594,8.259675,tp1
11182449,-2.4718473,10.781462,tp1
11182453,-0.3915526,10.818822,tp1
11182466,7.313708,8.410972,tp1
11182470,-0.4508614,9.052467,tp1
11182480,0.17445162,9.140696,tp1
11182482,-1.2724721,11.420095,tp1
11182487,1.5706061,9.458494,tp1
11182501,-1.6449245,8.947047,tp1
11182502,11.1297655,5.8821263,tp1
11182511,10.2278185,9.162463,tp1
11182518,2.8672502,9.131583,tp1
11182525,4.7573023,9.046023,tp1
11182531,-2.3919952,11.278164,tp1
11182542,10.087933,6.1432347,tp1
11182545,9.192201,7.3462467,tp1
11182555,10.081619,7.529315,tp1
11182585,-1.9408613,11.478139,tp1
11182592,-1.111317,11.046025,tp1
11182622,10.45243,8.43005,tp1
11182623,-0.80014706,9.862263,tp1
11182635,0.12753531,9.358671,tp1
11182644,7.666432,9.596545,tp1
11182650,-2.3464913,9.731951,tp1
11182651,-1.85672,10.787778,tp1
11182662,9.80478,6.706802,tp1
11182677,-2.4398353,11.437333,tp1
11182698,-1.0406743,11.602911,tp1
11182713,1.0849328,10.016648,tp1
11182715,-0.7231829,9.256147,tp1
11182718,-1.7309964,7.3305387,tp1
11182752,-2.8655195,8.998986,tp1
11182786,-1.5316888,7.856675,tp1
11182816,9.410982,7.5064955,tp1
11182819,9.427935,6.4335337,tp1
11182824,9.029442,8.073894,tp1
11182841,1.5754547,9.046035,tp1
11182848,8.417147,9.05182,tp1
11182865,1.967619,9.552173,tp1
11182892,-0.36496767,9.713302,tp1
11182897,9.796407,8.382955,tp1
11182905,-2.309925,11.011548,tp1
11182909,0.43675342,11.963252,tp1
11182915,-1.7478101,10.83026,tp1
11182921,1.8471887,11.052491,tp1
11182932,1.5435046,9.450408,tp1
11182935,2.8016212,8.638983,tp1
11182939,-0.4258352,11.262196,tp1
11182953,8.949282,8.095093,tp1
11182956,0.15629104,12.220243,tp1
11182968,-0.466508,9.243706,tp1
11182977,8.772319,8.529695,tp1
11182980,-1.3360188,11.962497,tp1
11182982,2.2921824,11.531364,tp1
11182990,-1.2188429,8.488191,tp1
11183008,2.7533543,8.975285,tp1
11183016,1.184178,9.570357,tp1
11183026,10.779389,6.1307716,tp1
11183034,-1.748288,8.89988,tp1
11183043,-1.1926632,10.654923,tp1
11183044,0.10926915,9.819103,tp1
11183045,11.041367,4.9353538,tp1
11183047,2.1408522,8.142838,tp1
11183049,-2.138455,9.746637,tp1
11183054,7.42644,8.128126,tp1
11183059,-0.3275169,8.918202,tp1
11183066,10.789702,5.5344367,tp1
11183087,0.27342075,10.278677,tp1
11183088,7.8876114,8.372993,tp1
11183105,2.584649,9.708463,tp1
11183113,8.48125,9.342815,tp1
11183118,9.468739,9.169006,tp1
11183126,9.440948,7.030199,tp1
11183166,10.606232,7.956961,tp1
11183176,10.416344,5.306549,tp1
11183186,-1.8947263,9.000875,tp1
11183197,10.196437,9.458639,tp1
11183201,3.946504,6.7820134,tp1
11183221,2.7791412,9.738564,tp1
11183223,1.4235846,10.635732,tp1
11183273,-0.8040933,12.069321,tp1
11183278,6.915462,8.564163,tp1
11183282,9.843343,5.86441,tp1
11183289,-1.9727771,11.40348,tp1
11183291,10.096401,9.063336,tp1
11183299,9.305914,9.171568,tp1
11183311,-2.0709167,9.461504,tp1
11183312,-0.8457462,10.922321,tp1
11183318,-0.04104149,10.888001,tp1
11183334,4.723449,8.019035,tp1
11183335,-0.7020902,9.9173355,tp1
11183343,7.9947944,7.7229395,tp1
11183347,0.35108563,11.166749,tp1
11183360,8.684406,9.046253,tp1
11183391,-1.0527059,8.157982,tp1
11183394,-0.48627353,10.159581,tp1
11183400,11.091452,5.4122643,tp1
11183413,7.966312,7.744595,tp1
11183437,-1.6891469,8.562605,tp1
11183447,9.756367,6.3250737,tp1
11183450,-2.6095753,10.602548,tp1
11183454,0.7857882,8.58869,tp1
11183464,0.9021737,11.554153,tp1
11183471,10.474581,8.54775,tp1
11183476,8.902674,7.644051,tp1
11183478,8.938955,9.292061,tp1
11183483,-1.1899925,12.267546,tp1
11183493,9.540072,9.169868,tp1
11183503,-2.6992617,9.593657,tp1
11183509,0.36008716,7.497584,tp1
11183521,-0.98352706,8.665493,tp1
11183527,3.8882833,7.9766803,tp1
11183538,-0.30466986,8.705965,tp1
11183548,1.3342665,8.389137,tp1
11183551,9.965893,9.567273,tp1
11183594,-1.7812657,11.435977,tp1
11183607,10.864366,6.706828,tp1
11183613,-2.5821111,9.119414,tp1
11183644,7.9242115,7.3557415,tp1
11183658,0.49471375,10.258653,tp1
11183690,1.1242143,10.226673,tp1
11183728,0.17311998,11.8885975,tp1
11183729,1.9387414,11.559039,tp1
11183731,1.2694037,9.089088,tp1
11183739,-2.142944,8.868198,tp1
11183750,0.6005171,7.8630395,tp1
11183772,0.9454877,10.958215,tp1
11183851,1.6890944,10.526651,tp1
11183860,-0.071497545,8.991875,tp1
11183873,-0.9520211,8.189619,tp1
11183876,1.3361546,10.742376,tp1
11183882,0.49500376,10.648187,tp1
11183889,1.320706,10.31178,tp1
11183891,2.787232,8.879645,tp1
11183902,-0.7452196,9.782022,tp1
11183928,8.724548,8.458279,tp1
11183930,7.8782153,8.891902,tp1
11183935,7.3249598,8.195448,tp1
11183940,0.9058965,9.736357,tp1
11183946,10.169892,6.100634,tp1
11183957,0.30797765,9.5261545,tp1
11183965,7.1797233,9.358903,tp1
11183968,1.3077713,11.402253,tp1
11184001,-2.4426072,10.212523,tp1
11184045,-2.278568,7.783272,tp1
11184056,-1.740704,8.538554,tp1
11184068,6.9997234,6.230518,tp1
11184082,-1.180507,11.966195,tp1
11184083,-2.1124458,9.335271,tp1
11184084,1.0993631,9.15531,tp1
11184086,0.20025545,8.347165,tp1
11184101,0.38854373,10.866246,tp1
11184104,-0.84196067,12.258321,tp1
11184113,-1.1787862,12.013873,tp1
11184119,-0.75833946,11.410772,tp1
11184129,-2.5459251,9.019697,tp1
11184143,-0.05814091,9.687546,tp1
11184147,-1.7420228,10.740131,tp1
11184159,6.8686137,9.456633,tp1
11184163,0.17926952,9.083101,tp1
11184165,7.079873,8.991891,tp1
11184182,-1.9000213,9.184762,tp1
11184185,-2.6044252,10.579755,tp1
11184215,10.325586,8.572361,tp1
11184226,0.40987694,9.065732,tp1
11184236,10.546517,5.143125,tp1
11184241,-0.013159951,11.699221,tp1
11184275,0.9449127,6.8366714,tp1
11184290,-0.08560455,11.885216,tp1
11184305,-1.0801145,10.210713,tp1
11184308,-0.012897524,10.906307,tp1
11184330,-1.4352063,9.619022,tp1
11184352,0.3704134,12.110314,tp1
11184368,9.5253105,7.625894,tp1
11184376,-0.11527019,9.912011,tp1
11184377,-2.1966803,9.421515,tp1
11184395,-1.6680081,8.394208,tp1
11184401,6.414805,7.0479984,tp1
11184426,1.4966242,8.336167,tp1
11184436,1.442411,11.322504,tp1
11184438,0.2578978,8.956586,tp1
11184445,-0.809385,7.7658706,tp1
11184463,9.024608,6.764313,tp1
11184480,10.717629,6.424423,tp1
11184500,-2.3609655,10.69301,tp1
11184526,2.0320697,11.457993,tp1
11184527,2.5155022,10.107053,tp1
11184530,-1.665764,8.631395,tp1
11184545,-0.81026995,8.767413,tp1
11184607,10.169397,8.6914425,tp1
11184608,9.153714,7.699898,tp1
11184616,-2.0897317,9.2525015,tp1
11184629,7.543174,9.1108265,tp1
11184634,8.7605715,8.245915,tp1
11184637,-1.3592434,9.63293,tp1
11184662,7.9202933,9.073609,tp1
11184669,1.7091976,11.428439,tp1
11184671,1.6604534,11.485377,tp1
11184688,-1.7064,8.780527,tp1
11184703,-0.29925093,9.523821,tp1
11184706,0.24981299,8.701011,tp1
11184710,10.255409,8.772367,tp1
11184725,4.0748568,9.451126,tp1
11184735,-0.61648166,8.902452,tp1
11184737,8.106872,9.025686,tp1
11184741,1.3744297,8.038806,tp1
11184744,0.056119952,12.271136,tp1
11184748,0.020553669,9.860157,tp1
11184759,-2.242298,8.645896,tp1
11184766,5.977778,7.5121045,tp1
11184767,0.53293794,11.030597,tp1
11184770,1.6132456,9.50515,tp1
11184791,7.114665,8.863346,tp1
11184819,9.30734,9.156376,tp1
11184821,6.2037015,8.818375,tp1
11184850,11.276191,4.8600063,tp1
11184867,-0.75656563,11.993764,tp1
11184877,-1.4593416,10.220186,tp1
11184891,0.8984859,8.744147,tp1
11184910,8.983038,8.713969,tp1
11184942,8.004349,9.154062,tp1
11184990,-1.4129988,10.844645,tp1
11184996,-1.0385157,8.582518,tp1
11184999,-1.9578943,11.0745325,tp1
11185005,-1.3159627,8.438006,tp1
11185010,9.911949,6.2912507,tp1
11185022,1.379627,8.99474,tp1
11185023,0.558392,9.403302,tp1
11185026,10.239202,6.8001513,tp1
11185051,0.13171385,7.8751545,tp1
11185055,-1.4542668,10.7440405,tp1
11185068,0.23124687,10.655583,tp1
11185093,1.6562884,8.371863,tp1
11185095,-1.1417397,10.674383,tp1
11185113,2.6967738,10.219612,tp1
11185114,-1.8111182,11.7254,tp1
11185127,2.535233,10.791818,tp1
11185128,-1.9931071,9.675265,tp1
11185129,-1.6746299,8.077933,tp1
11185169,-1.7400407,8.670333,tp1
11185173,7.261293,7.464793,tp1
11185175,-1.5016867,9.847878,tp1
11185185,-1.7427102,11.049579,tp1
11185186,-1.3970393,8.8972025,tp1
11185190,7.9234004,8.9622965,tp1
11185203,0.2835111,9.22436,tp1
11185214,-1.3740814,10.37849,tp1
11185240,-1.3737252,9.034832,tp1
11185249,-1.6697665,10.71438,tp1
11185257,11.49877,5.105126,tp1
11185262,10.314441,6.4048886,tp1
11185271,-1.3158909,11.681201,tp1
11185284,-0.16875154,10.611918,tp1
11185286,-2.223074,8.116307,tp1
11185287,8.804096,9.166454,tp1
11185300,1.7943792,7.985964,tp1
11185308,0.22465459,8.626763,tp1
11185310,0.033172153,8.106462,tp1
11185311,-1.5543326,10.20997,tp1
11185319,9.073547,7.308676,tp1
11185349,-2.513883,11.202609,tp1
11185351,-0.833178,10.702048,tp1
11185360,3.2274785,8.399595,tp1
11185366,2.0954843,9.876246,tp1
11185389,3.904647,9.493669,tp1
11185405,-1.1787754,8.854327,tp1
11185410,-2.464752,10.815635,tp1
11185419,5.8009057,9.198393,tp1
11185421,7.9508023,8.378578,tp1
11185424,9.355266,5.024387,tp1
11185440,-0.8437882,6.897002,tp1
11185462,3.5858283,10.120563,tp1
11185478,-1.5881376,10.642528,tp1
11185485,1.5528681,7.536827,tp1
11185496,0.40747786,11.631882,tp1
11185525,-0.16422136,10.419933,tp1
11185533,1.21815,11.217864,tp1
11185535,7.911827,8.472633,tp1
11185541,1.1433544,10.039435,tp1
11185563,-2.4247754,8.649167,tp1
11185566,-1.7454097,9.146779,tp1
11185575,-1.2793053,10.941261,tp1
11185599,1.0744144,11.779262,tp1
11185610,-2.176917,11.07025,tp1
11185618,9.865889,7.8592253,tp1
11185630,0.054922637,9.34031,tp1
11185648,-1.4253119,9.473032,tp1
11185650,-0.7814722,10.655721,tp1
11185656,-1.0721598,10.937613,tp1
11185677,7.231104,8.468183,tp1
11185683,0.64639723,8.155208,tp1
11185689,-1.2723606,8.452166,tp1
11185705,6.2824383,9.052389,tp1
11185709,5.9215374,9.39226,tp1
11185744,-0.9096889,12.0029955,tp1
11185752,2.373864,10.6416235,tp1
11185763,-2.3334527,9.628544,tp1
11185778,-2.1090956,10.758694,tp1
11185792,9.59496,6.8147244,tp1
11185800,-2.2184277,9.197166,tp1
11185811,-2.5224352,10.240033,tp1
11185817,6.48783,7.595483,tp1
11185845,-1.7227393,11.544815,tp1
11185852,8.2751665,7.740566,tp1
11185862,-0.76850593,8.945336,tp1
11185880,0.69781715,9.959181,tp1
11185893,7.0746818,7.9603653,tp1
11185902,0.808607,7.2736807,tp1
11185910,-0.33132327,10.022664,tp1
11185912,-0.81262213,8.447411,tp1
11185922,8.123127,8.851369,tp1
11185934,-1.2902904,8.464758,tp1
11185936,-0.6608879,11.419144,tp1
11185948,9.404004,8.335837,tp1
11185950,-1.4019104,7.3448844,tp1
11185966,-0.6351756,9.591868,tp1
11185974,8.688228,8.726997,tp1
11185979,1.3924621,7.6996474,tp1
11185983,9.677819,7.318989,tp1
11186011,-2.5424674,9.178754,tp1
11186013,-2.0336547,9.878967,tp1
11186016,8.472711,8.160765,tp1
11186018,5.315388,9.303411,tp1
11186030,2.8863847,8.815437,tp1
11186051,9.220297,8.824653,tp1
11186056,-1.7977537,9.671003,tp1
11186062,0.44844636,7.816268,tp1
11186104,-1.7006656,10.163751,tp1
11186107,-2.5408797,9.554771,tp1
11186126,-1.5775006,11.648923,tp1
11186148,-2.1027615,7.987006,tp1
11186154,8.840555,7.9335546,tp1
11186156,2.309692,10.879259,tp1
11186157,-0.7614402,9.51639,tp1
11186167,-0.21107784,11.545875,tp1
11186181,0.56394374,10.247727,tp1
11186189,0.13700733,12.202321,tp1
11186190,4.2243414,9.925868,tp1
11186197,0.92379266,6.597605,tp1
11186200,-2.0478153,9.07466,tp1
11186212,2.3504684,9.134592,tp1
11186220,4.540212,9.556569,tp1
11186222,5.338106,8.877759,tp1
11186244,5.6259747,8.684806,tp1
11186259,-1.6714213,8.247698,tp1
11186263,-1.7377541,10.442114,tp1
11186277,0.21799959,8.27166,tp1
11186288,-0.64299124,9.399318,tp1
11186306,-1.7949195,10.206411,tp1
11186331,10.435687,6.535811,tp1
11186340,-0.2604857,11.324264,tp1
11186350,-1.2949898,10.267097,tp1
11186352,-1.9825222,11.088759,tp1
11186354,0.3155811,11.951306,tp1
11186402,-2.0081906,10.464869,tp1
11186426,8.394015,8.377756,tp1
11186442,11.395558,4.764378,tp1
11186447,-1.3132831,7.598687,tp1
11186448,11.022138,5.1030064,tp1
11186453,-1.822898,10.722402,tp1
11186472,-0.36314958,12.315176,tp1
11186489,11.00735,4.595928,tp1
11186493,-1.662009,11.20959,tp1
11186501,10.455705,5.882025,tp1
11186512,-2.2139013,9.977831,tp1
11186514,-0.20420101,8.757541,tp1
11186532,3.238706,10.261868,tp1
11186534,-2.8877313,9.985445,tp1
11186537,1.9620833,11.344442,tp1
11186539,-0.399365,9.173164,tp1
11186551,-0.7795288,8.485973,tp1
11186564,3.1552925,10.618302,tp1
11186579,8.201037,9.46928,tp1
11186602,10.377241,5.7379413,tp1
11186603,-0.8939071,10.824732,tp1
11186640,0.6104606,10.046492,tp1
11186656,-1.0676687,6.688682,tp1
11186659,0.31492737,9.068557,tp1
11186671,3.7183487,8.79217,tp1
11186676,-1.368146,10.395808,tp1
11186687,0.6187482,8.474903,tp1
11186692,5.993897,8.486327,tp1
11186699,8.0867605,8.650415,tp1
11186701,-0.35587922,10.674985,tp1
11186706,10.004262,7.3563547,tp1
11186724,-1.450189,10.480123,tp1
11186725,-1.7709866,10.224244,tp1
11186736,0.15758786,11.660897,tp1
11186748,-0.0058653406,8.626993,tp1
11186753,7.0712624,7.5869308,tp1
11186757,10.43262,7.6488004,tp1
11186763,9.699258,6.353717,tp1
11186786,-0.43597513,10.574771,tp1
11186788,8.964983,9.234578,tp1
11186793,6.122578,8.535772,tp1
11186798,-1.8380817,10.411164,tp1
11186802,-1.6717288,8.453517,tp1
11186803,-1.9584974,7.355111,tp1
11186836,3.482637,9.370038,tp1
11186837,-1.5244132,8.379763,tp1
11186857,-0.08750949,9.320448,tp1
11186867,2.0588377,7.5178914,tp1
11186893,-2.1967268,10.028455,tp1
11186900,-1.4718477,8.534271,tp1
11186932,6.586049,9.653524,tp1
11186957,9.175097,9.223583,tp1
11186977,-1.3305384,11.283973,tp1
11186994,8.518801,9.067872,tp1
11187005,0.29243892,9.018303,tp1
11187028,10.944565,4.0122366,tp1
11187030,-0.44339338,9.55319,tp1
11187034,8.914441,8.9865465,tp1
11187042,-0.56051433,11.79672,tp1
11187054,-0.039217502,8.594703,tp1
11187102,0.062404513,11.177162,tp1
11187124,-1.5272404,11.576273,tp1
11187126,-0.36383718,10.762642,tp1
11187160,-1.7466365,11.762877,tp1
11187169,0.9047731,9.334874,tp1
11187184,4.475542,9.22067,tp1
11187190,12.095899,6.5968447,tp1
11187192,-1.2084217,8.130739,tp1
11187209,6.3896966,8.29958,tp1
11187212,7.3258247,8.079876,tp1
11187230,-0.45246816,10.696644,tp1
11187249,0.63580006,7.7002826,tp1
11187277,0.96494544,10.807888,tp1
11187279,-1.4905152,7.402508,tp1
11187281,7.792003,6.930456,tp1
11187289,0.7766712,8.519404,tp1
11187309,9.389772,9.151589,tp1
11187319,9.7169285,6.464532,tp1
11187320,0.19154789,10.511393,tp1
11187347,4.906398,8.673468,tp1
11187372,10.949869,6.5426493,tp1
11187382,-0.545734,11.320036,tp1
11187413,-0.5826986,8.003185,tp1
11187417,9.979364,7.048619,tp1
11187418,3.9466653,9.968755,tp1
11187422,11.1916485,5.832884,tp1
11187429,2.8704362,8.903608,tp1
11187471,8.429651,7.8811193,tp1
11187476,1.585224,9.68168,tp1
11187478,-1.696006,11.386921,tp1
11187481,9.156284,9.251064,tp1
11187516,0.9209578,7.583956,tp1
11187519,-1.4326353,7.1150928,tp1
11187524,1.4966943,11.490398,tp1
11187534,-0.4656805,8.962175,tp1
11187544,-0.1405875,7.5244555,tp1
11187546,7.154378,8.444956,tp1
11187554,-1.0379027,6.9890532,tp1
11187565,9.424841,9.019203,tp1
11187568,-1.0390991,8.149786,tp1
11187583,-2.3085487,9.62851,tp1
11187584,5.332964,9.177319,tp1
11187602,3.0291593,10.226542,tp1
11187608,11.052434,5.2129784,tp1
11187609,-2.5500646,10.644697,tp1
11187613,4.06163,10.19415,tp1
11187630,5.2228966,9.707598,tp1
11187634,8.177052,8.378986,tp1
11187638,2.5025063,9.179203,tp1
11187643,-0.7367871,7.6618123,tp1
11187649,-2.8866713,9.650819,tp1
11187659,0.8770833,10.028591,tp1
11187665,11.158061,7.585461,tp1
11187712,0.60596836,2.3936625,tp1
11187717,9.721361,6.8434443,tp1
11187719,8.926728,9.427351,tp1
11187728,0.4219548,9.889312,tp1
11187733,1.8379973,9.396164,tp1
11187736,-2.2745712,9.903658,tp1
11187747,10.686949,4.9923716,tp1
11187748,-1.6745787,10.145275,tp1
11187754,-1.22826,8.835388,tp1
11187759,1.5875934,11.181541,tp1
11187766,0.94236207,7.294362,tp1
11187801,11.253372,4.8101153,tp1
11187804,10.545066,6.3501525,tp1
11187807,-0.33475527,9.186067,tp1
11187812,2.9022589,8.282204,tp1
11187815,9.246998,9.212337,tp1
11187821,-0.73657274,7.958718,tp1
11187828,-0.51422375,9.452126,tp1
11187834,-1.1004913,11.039534,tp1
11187837,9.988514,5.642058,tp1
11187838,-1.9684018,8.457128,tp1
11187858,10.99733,5.75682,tp1
11187865,9.673329,6.977982,tp1
11187882,-0.4264532,12.010971,tp1
11187895,-1.775652,11.317913,tp1
11187924,-2.2762933,8.74941,tp1
11187933,0.90579784,7.6617293,tp1
11187936,0.24343283,8.220531,tp1
11187939,0.10032931,11.355911,tp1
11187943,-0.50264275,10.33295,tp1
11187956,11.072333,4.699632,tp1
11187983,4.043961,9.938475,tp1
11187994,0.4809524,9.874723,tp1
11187998,-1.6150861,7.556849,tp1
11188025,-1.6907011,8.238875,tp1
11188027,-0.76997775,10.193207,tp1
11188054,7.8561645,8.843283,tp1
11188059,8.062743,8.818135,tp1
11188071,7.7691426,9.294726,tp1
11188093,-0.19187993,11.166581,tp1
11188111,-1.6197549,9.660259,tp1
11188113,0.48629445,8.386897,tp1
11188119,-2.8502643,9.379041,tp1
11188130,6.2248187,9.501082,tp1
11188159,1.3660319,8.553511,tp1
11188166,-1.7660474,11.939634,tp1
11188200,11.176013,4.500863,tp1
11188204,1.9869624,10.095639,tp1
11188223,-0.31158414,11.684108,tp1
11188226,-0.60802746,8.419162,tp1
11188229,-0.9353296,11.509397,tp1
11188240,10.820967,5.8134656,tp1
11188247,6.8023806,8.39127,tp1
11188249,9.406495,8.855392,tp1
11188256,-1.4116883,9.40202,tp1
11188259,11.096875,5.10939,tp1
11188272,9.307338,8.378686,tp1
11188290,9.892913,8.26035,tp1
11188295,-2.0733988,10.013843,tp1
11188301,7.428256,8.629919,tp1
11188350,-2.363395,11.242762,tp1
11188374,0.5678741,10.019004,tp1
11188378,0.17741536,8.7130785,tp1
11188387,5.151979,8.86099,tp1
11188389,-0.24096526,8.564356,tp1
11188415,-1.4096416,8.969337,tp1
11188419,6.220833,8.506088,tp1
11188424,-2.172775,10.782926,tp1
11188437,-1.670591,8.622179,tp1
11188438,1.6432204,9.532965,tp1
11188442,-1.2261876,7.5384836,tp1
11188463,-0.7237149,11.134741,tp1
11188477,0.76148874,7.71013,tp1
11188488,6.2726774,6.929239,tp1
11188520,-0.7461166,11.98918,tp1
11188528,-0.5610471,10.580412,tp1
11188540,0.25694737,9.426581,tp1
11188541,-2.157766,10.249826,tp1
11188557,5.5392685,9.063209,tp1
11188564,1.8897369,10.008329,tp1
11188571,-0.44099474,7.35396,tp1
11188586,-2.922991,9.293663,tp1
11188604,11.215583,4.5250587,tp1
11188636,2.8348083,10.342273,tp1
11188639,2.5528812,10.82018,tp1
11188644,6.330372,9.358485,tp1
11188645,-1.1738237,11.782956,tp1
11188676,-2.11791,10.557221,tp1
11188684,-2.0097427,11.228616,tp1
11188687,6.1096296,8.459678,tp1
11188701,9.348004,8.986638,tp1
11188705,9.275197,8.852748,tp1
11188716,0.1933227,9.908426,tp1
11188720,-0.38179082,8.272645,tp1
11188727,-0.8853792,9.627391,tp1
11188732,-1.4654044,11.35255,tp1
11188734,-2.1721532,8.745749,tp1
11188753,-1.4114826,11.939447,tp1
11188761,7.671759,8.746506,tp1
11188767,-1.8587666,11.017961,tp1
11188768,10.393051,6.6998825,tp1
11188782,4.0360727,9.840814,tp1
11188787,9.435744,8.738659,tp1
11188799,2.4915912,9.455403,tp1
11188822,9.000151,8.24961,tp1
11188828,1.9907784,10.833291,tp1
11188837,8.246994,8.300581,tp1
11188849,0.45010158,10.283016,tp1
11188852,0.6897881,9.924379,tp1
11188855,7.0205507,8.870584,tp1
11188865,8.532857,8.972481,tp1
11188867,7.210811,8.330034,tp1
11188878,7.4954076,8.589777,tp1
11188880,2.1925242,8.510996,tp1
11188887,9.024383,8.416534,tp1
11188888,0.7805511,7.870335,tp1
11188900,10.203482,7.454274,tp1
11188909,-1.9336231,11.297225,tp1
11188914,-1.6338584,8.427083,tp1
11188938,-2.1757343,8.132171,tp1
11188961,3.1442606,10.27287,tp1
11188970,8.98076,9.050149,tp1
11188982,4.1370873,8.786532,tp1
11188987,11.144373,4.619735,tp1
11189002,8.939328,9.386161,tp1
11189017,0.12394803,7.5769253,tp1
11189025,3.630364,10.118884,tp1
11189028,8.45731,8.944469,tp1
11189048,-0.76891595,11.078703,tp1
11189067,6.3683662,8.2918825,tp1
11189085,-2.387292,8.9021635,tp1
11189109,0.9321066,9.149282,tp1
11189114,1.6136626,8.346392,tp1
11189116,2.3426402,9.033079,tp1
11189136,10.670889,4.8881755,tp1
11189207,7.622598,8.606429,tp1
11189220,-1.8373218,11.632199,tp1
11189239,5.050556,9.577271,tp1
11189264,-0.19099554,11.283524,tp1
11189265,-1.3882307,8.571111,tp1
11189266,2.2410972,10.620194,tp1
11189267,-2.69061,10.039016,tp1
11189291,-1.3237666,9.662984,tp1
11189299,0.6951637,10.204804,tp1
11189304,-1.607686,9.393277,tp1
11189305,0.759392,11.04398,tp1
11189318,-0.3022982,11.883907,tp1
11189324,-1.4677856,8.113558,tp1
11189326,4.0944085,7.255519,tp1
11189340,4.635204,8.598265,tp1
11189350,-1.2211474,9.42804,tp1
11189352,-1.9820886,9.221933,tp1
11189359,8.748325,8.388043,tp1
11189360,9.858608,5.802422,tp1
11189369,5.4481735,8.390208,tp1
11189372,10.652099,7.502788,tp1
11189377,-2.6453292,9.871536,tp1
11189399,-1.2152268,9.75313,tp1
11189409,0.908912,8.815135,tp1
11189439,6.1981587,9.191561,tp1
11189487,2.0615852,7.6707454,tp1
11189510,3.431801,7.8256836,tp1
11189521,2.6727993,9.629633,tp1
11189615,10.802621,5.4148173,tp1
11189633,9.477497,9.464513,tp1
11189651,-2.060929,9.090321,tp1
11189658,-0.4862104,10.839578,tp1
11189671,-1.8772912,11.4203615,tp1
11189696,-1.895986,7.67587,tp1
11189704,-1.7430738,11.775941,tp1
11189707,-1.5481557,8.80691,tp1
11189733,-2.02337,10.78732,tp1
11189741,6.4035954,8.93794,tp1
11189773,-2.0477064,9.455328,tp1
11189780,6.2467723,8.225207,tp1
11189783,-1.4882996,10.573182,tp1
11189784,0.07327699,11.155369,tp1
11189795,-1.9418956,10.734088,tp1
11189809,-2.1597366,8.143781,tp1
11189814,-0.12541403,8.867018,tp1
11189822,-2.4879138,10.850571,tp1
11189853,-1.8409528,10.05278,tp1
11189876,1.40417,9.756369,tp1
11189904,1.3736573,10.5880165,tp1
11189905,-1.8797592,11.32488,tp1
11189910,-0.010072834,8.108221,tp1
11189913,11.763634,7.20501,tp1
11189921,1.642511,9.218605,tp1
11189922,2.3888733,7.2859735,tp1
11189927,-0.8681919,8.935885,tp1
11189954,0.85436136,9.415088,tp1
11189979,0.010144446,8.439766,tp1
11189986,5.371351,8.045727,tp1
11189999,0.6393384,9.699962,tp1
11190011,-2.4584467,10.663255,tp1
11190091,-1.1052779,7.282784,tp1
11190115,-1.0774937,11.068675,tp1
11190123,10.667393,8.853763,tp1
11190126,-0.23279056,9.699226,tp1
11190136,-0.58026284,8.700783,tp1
11190138,-0.6194937,9.550687,tp1
11190145,9.98068,6.06011,tp1
11190175,6.081239,9.093986,tp1
11190192,1.5215734,9.015719,tp1
11190196,-1.9259443,10.702566,tp1
11190217,0.7769004,8.296936,tp1
11190222,6.943685,8.378162,tp1
11190245,3.1108105,10.732644,tp1
11190264,9.068876,9.064079,tp1
11190268,6.100621,8.9319315,tp1
11190273,7.066366,6.501335,tp1
11190293,-0.36750394,11.824479,tp1
11190309,3.5458312,8.520508,tp1
11190321,11.147894,4.4372177,tp1
11190328,-2.637239,8.328134,tp1
11190346,0.052681345,9.432018,tp1
11190363,9.154684,9.400284,tp1
11190381,-0.94135416,11.929364,tp1
