,UMPA1,UMAP2,timepoint
8156095,-0.7224463,8.420471,tp7
8156143,-2.4985728,8.009244,tp7
8156164,11.299193,5.377939,tp7
8156183,-0.97191006,9.294406,tp7
8156216,10.902591,5.4450884,tp7
8156219,8.460174,8.159164,tp7
8156233,1.4727293,7.551053,tp7
8156250,0.6577991,10.934687,tp7
8156264,2.7144866,9.167805,tp7
8156292,9.36209,8.186698,tp7
8156299,0.39944765,9.397912,tp7
8156311,0.52247316,8.040804,tp7
8156323,4.7079544,8.388163,tp7
8156376,0.515273,10.414008,tp7
8156390,-0.7710516,9.730365,tp7
8156431,9.1601,6.9988875,tp7
8156474,3.358276,9.612466,tp7
8156525,10.842857,5.936723,tp7
8156566,8.478947,5.4146895,tp7
8156571,8.539345,9.183678,tp7
8156607,9.464191,7.189342,tp7
8156640,7.780599,7.9299645,tp7
8156668,-0.6705274,10.15255,tp7
8156710,-0.40572163,8.892524,tp7
8156751,4.3131003,9.648194,tp7
8156754,9.410678,8.184993,tp7
8156794,10.259273,6.742569,tp7
8156802,10.137805,7.8619432,tp7
8156879,-2.146862,9.663327,tp7
8156938,9.81581,6.933466,tp7
8156965,0.57258904,7.283587,tp7
8156988,0.5422133,9.122549,tp7
8157031,8.595775,8.5595,tp7
8157032,9.420892,3.19979,tp7
8157060,8.082194,7.7844057,tp7
8157070,0.35127142,9.895443,tp7
8157078,1.3214585,7.644623,tp7
8157079,9.888137,6.1823277,tp7
8157087,6.0449843,8.5435915,tp7
8157097,-0.289195,9.12519,tp7
8157111,2.9269698,10.91967,tp7
8157124,-1.2464828,7.4428306,tp7
8157161,3.5289326,7.855315,tp7
8157162,0.92097676,9.505809,tp7
8157209,2.9679444,9.129377,tp7
8157242,3.44202,8.809356,tp7
8157247,0.17555472,8.538486,tp7
8157292,8.242343,8.00021,tp7
8157308,1.2446597,9.982609,tp7
8157315,8.003275,7.8730326,tp7
8157405,-0.67190784,10.3497505,tp7
8157511,10.546695,8.990707,tp7
8157550,9.575044,3.055489,tp7
8157570,1.1086032,11.206835,tp7
8157604,1.5485774,7.8513885,tp7
8157622,9.945203,3.4595046,tp7
8157700,2.9643946,8.677096,tp7
8157757,0.6729637,11.019975,tp7
8157762,6.8742924,8.062262,tp7
8157819,3.1811745,8.678597,tp7
8157903,2.5186787,10.665259,tp7
8157911,4.1186385,9.649473,tp7
8157917,1.0966469,8.55334,tp7
8157946,1.2492541,10.240599,tp7
8157955,8.086826,7.575221,tp7
8157978,9.907582,8.298675,tp7
8158021,5.928524,9.282704,tp7
8158035,2.8137374,10.720592,tp7
8158092,11.114763,4.9824305,tp7
8158112,10.07752,7.4398956,tp7
8158124,0.637298,8.191291,tp7
8158170,9.124878,8.092753,tp7
8158196,6.6534953,8.358941,tp7
8158200,3.8924427,7.405016,tp7
8158269,10.833218,5.288118,tp7
8158304,3.4942021,8.711535,tp7
8158316,3.8330688,9.836471,tp7
8158356,-0.2761993,8.615802,tp7
8158391,10.735411,6.2551966,tp7
8158402,9.302279,7.6150355,tp7
8158485,1.2599832,8.937099,tp7
8158508,8.425722,8.220835,tp7
8158530,0.042694233,7.9849133,tp7
8158578,2.6809807,9.939699,tp7
8158693,2.729596,9.925062,tp7
8158697,1.2456951,8.94264,tp7
8158714,3.4415128,9.305404,tp7
8158719,5.6016235,8.610565,tp7
8158800,7.3513336,9.263754,tp7
8158832,11.261458,5.3509703,tp7
8158920,10.386283,7.2242007,tp7
8158931,-0.18736981,10.01653,tp7
8158964,6.3200183,7.919904,tp7
8158990,0.951666,9.492265,tp7
8159015,0.53730243,7.4346495,tp7
8159028,1.5096745,10.499468,tp7
8159073,9.799799,7.98167,tp7
8159115,-0.5089474,10.568328,tp7
8159182,10.680121,6.6745076,tp7
8159203,3.8048701,9.027384,tp7
8159241,3.7141948,9.351959,tp7
8159256,9.3386345,8.747067,tp7
8159355,9.779126,6.6593804,tp7
8159362,9.599995,8.683115,tp7
8159371,10.521573,4.2935452,tp7
8159381,1.2794453,9.859111,tp7
8159382,2.2892864,7.4705906,tp7
8159438,4.33741,8.47108,tp7
8159469,9.471229,4.6238127,tp7
8159535,9.813777,9.206727,tp7
8159651,0.96515,10.196627,tp7
8159660,3.87109,9.185889,tp7
8159723,-0.27075592,8.716473,tp7
8159745,1.863206,9.131745,tp7
8159755,1.859252,9.202557,tp7
8159793,4.815926,9.353154,tp7
8159830,10.914578,5.978247,tp7
8159840,-1.369072,10.327259,tp7
8159855,-1.1341251,9.078307,tp7
8159863,8.417211,6.907121,tp7
8159890,2.5855217,10.406273,tp7
8159928,11.323183,4.4815264,tp7
8159934,-1.8917055,10.229384,tp7
8159969,-2.7925544,8.693817,tp7
8160007,3.518595,9.217754,tp7
8160018,4.2777014,9.686561,tp7
8160020,10.971166,4.8794703,tp7
8160026,10.8502,8.353837,tp7
8160033,1.4342272,8.606406,tp7
8160045,0.80828154,9.332349,tp7
8160051,8.883586,8.037255,tp7
8160068,4.446925,8.311519,tp7
8160085,4.3092647,7.7627573,tp7
8160092,4.998932,8.579905,tp7
8160110,-0.06859044,7.790106,tp7
8160112,4.3158345,8.264822,tp7
8160133,10.563366,8.7721405,tp7
8160213,8.649532,7.650347,tp7
8160250,3.236397,8.832639,tp7
8160308,0.5861939,8.745572,tp7
8160336,-1.0143332,10.980768,tp7
8160414,-0.49551758,8.8037405,tp7
8160420,3.6266413,8.375076,tp7
8160440,9.960333,7.072281,tp7
8160523,9.888836,8.7505245,tp7
8160558,0.50132287,11.19265,tp7
8160581,9.431805,3.1570475,tp7
8160614,9.300992,8.433751,tp7
8160652,8.986012,8.022992,tp7
8160715,0.46096793,10.696482,tp7
8160741,9.636114,6.9946814,tp7
8160838,-0.32925242,7.112853,tp7
8160853,7.8091245,8.18954,tp7
8160881,9.765228,8.446817,tp7
8160886,3.4548898,9.315895,tp7
8160887,3.5905495,8.032617,tp7
8160905,10.031816,5.4531965,tp7
8160916,0.17490533,8.589773,tp7
8160921,10.357666,8.741088,tp7
8160925,5.7483363,9.425576,tp7
8160981,-0.17896847,7.473213,tp7
8161010,0.22410694,8.283561,tp7
8161071,3.3994632,8.6488495,tp7
8161227,9.891452,7.101325,tp7
8161261,1.8295686,9.721653,tp7
8161370,3.6407337,8.382539,tp7
8161374,1.5687431,10.429537,tp7
8161383,1.4173521,7.8139305,tp7
8161422,0.2617975,7.759783,tp7
8161501,2.4047062,7.51398,tp7
8161584,10.502147,8.024716,tp7
8161622,3.183344,8.733731,tp7
8161654,-2.116483,8.963903,tp7
8161677,0.3650755,10.19789,tp7
8161703,2.5032356,10.396422,tp7
8161726,-0.35492018,6.945371,tp7
8161751,3.406642,10.73081,tp7
8161816,11.159212,7.006933,tp7
8161851,-0.8198526,7.2012477,tp7
8161874,8.84023,9.217882,tp7
8161890,9.751321,8.863786,tp7
8161897,2.8619294,8.311051,tp7
8161901,-0.65940934,9.753711,tp7
8161970,5.2058024,9.43019,tp7
8162002,5.046765,8.777281,tp7
8162026,0.16476654,11.815311,tp7
8162050,6.157884,8.81249,tp7
8162054,8.505111,6.0393343,tp7
8162099,10.505068,8.786204,tp7
8162103,0.6269639,8.761014,tp7
8162154,9.486894,4.84056,tp7
8162207,7.5098076,7.6175485,tp7
8162325,3.0919466,9.2228565,tp7
8162329,2.8719618,8.122766,tp7
8162376,9.829994,6.5242286,tp7
8162389,8.324813,8.362983,tp7
8162419,8.989787,7.447661,tp7
8162426,0.6651697,8.983985,tp7
8162466,10.778595,4.467538,tp7
8162472,-0.059984215,7.4589176,tp7
8162537,5.50853,7.845962,tp7
8162557,8.315135,4.8285313,tp7
8162595,1.2285731,7.8927317,tp7
8162623,1.4599606,7.97122,tp7
8162651,10.375537,8.230723,tp7
8162806,-1.2730141,7.8674893,tp7
8162845,7.6206536,8.747147,tp7
8162898,9.824773,7.615958,tp7
8162937,0.51436466,11.23139,tp7
8162960,9.197624,8.2242155,tp7
8162995,3.6967669,7.7413545,tp7
8163054,2.5855637,8.299048,tp7
8163073,-0.7165064,11.046755,tp7
8163130,-0.5874108,8.641872,tp7
8163226,1.6836976,9.682408,tp7
8163229,4.877222,9.53679,tp7
8163364,8.568091,6.4406624,tp7
8163392,2.8236656,8.526657,tp7
8163396,9.784763,8.74054,tp7
8163409,3.3592317,8.035343,tp7
8163420,3.3463159,10.360803,tp7
8163445,0.84768695,9.153355,tp7
8163462,4.4011164,9.556649,tp7
8163571,3.0845904,8.351207,tp7
8163582,1.9860914,9.777732,tp7
8163593,8.989535,7.757196,tp7
8163703,1.9188849,7.6248174,tp7
8163719,2.03711,10.08872,tp7
8163774,10.207486,4.9526806,tp7
8163783,10.26743,7.110919,tp7
8163830,9.498695,5.3558826,tp7
8163835,10.293079,8.488724,tp7
8163858,9.948047,6.4298153,tp7
8163902,-0.0048389146,8.154226,tp7
8163948,0.23045406,7.6337876,tp7
8163994,1.674639,10.96197,tp7
8164000,4.0804753,8.640422,tp7
8164040,4.784112,9.272255,tp7
8164053,8.555165,9.079315,tp7
8164060,2.4528923,8.344421,tp7
8164068,9.5030155,3.0822928,tp7
8164073,0.4778228,7.182249,tp7
8164077,2.1129587,11.204942,tp7
8164084,4.321548,9.606022,tp7
8164092,1.3254153,9.348021,tp7
8164114,3.0975757,9.802571,tp7
8164185,1.1347507,9.523935,tp7
8164187,-0.07540119,8.499027,tp7
8164276,4.376233,8.210496,tp7
8164326,1.0930866,10.814909,tp7
8164327,4.588768,7.196892,tp7
8164335,0.64890856,10.142582,tp7
8164387,-0.008645723,9.931833,tp7
8164447,9.737497,9.089024,tp7
8164474,1.9582943,10.7741375,tp7
8164495,9.590886,7.3861785,tp7
8164497,7.685722,5.660694,tp7
8164516,10.845269,8.528641,tp7
8164569,3.3280387,10.565804,tp7
8164575,1.2606869,7.231067,tp7
8164578,0.5678343,8.88505,tp7
8164617,10.587712,5.996137,tp7
8164671,0.37720367,8.234129,tp7
8164680,7.027717,8.79768,tp7
8164700,2.7604082,11.193454,tp7
8164727,8.525863,8.3055105,tp7
8164728,1.2163349,9.832686,tp7
8164735,-0.62684,10.080709,tp7
8164742,1.1674235,10.120428,tp7
8164768,9.609325,8.218397,tp7
8164832,0.051051132,7.5447955,tp7
8164840,1.6283548,10.801773,tp7
8164867,3.4682763,9.9463415,tp7
8164889,-1.4463801,9.692694,tp7
8164927,10.665461,6.2664585,tp7
8164970,9.374158,3.5655267,tp7
8164984,1.975856,9.553835,tp7
8165018,-1.8188058,8.697268,tp7
8165035,4.834685,9.042252,tp7
8165051,1.2612876,7.813723,tp7
8165076,3.7665331,7.922728,tp7
8165098,9.512732,6.4272475,tp7
8165137,10.516724,8.005126,tp7
8165173,6.3657374,9.244073,tp7
8165179,1.2835442,8.759219,tp7
8165185,8.448905,5.1583357,tp7
8165193,1.6758199,8.525022,tp7
8165216,4.9189267,8.471392,tp7
8165259,-2.6725843,9.844136,tp7
8165278,3.725348,9.252296,tp7
8165319,1.892257,7.7070045,tp7
8165373,9.545414,3.3642266,tp7
8165456,9.953003,7.035367,tp7
8165547,4.7221165,8.888585,tp7
8165553,7.1228967,7.9737835,tp7
8165570,8.089856,7.8330016,tp7
8165582,3.6406214,9.688606,tp7
8165604,1.6425804,11.216982,tp7
8165610,9.793887,8.883998,tp7
8165643,10.4121275,8.399997,tp7
8165645,0.5756079,8.226804,tp7
8165674,-1.9999899,8.04303,tp7
8165702,-0.8772191,7.9576373,tp7
8165739,-0.17688586,8.631815,tp7
8165765,6.1316104,8.233019,tp7
8165802,8.8076515,6.8728886,tp7
8165804,10.605436,7.3847,tp7
8165834,2.504016,9.746115,tp7
8165844,6.185567,5.670233,tp7
8165885,2.3061082,8.911426,tp7
8165886,7.9042773,7.558007,tp7
8165991,-0.96150446,7.894719,tp7
8166047,9.746225,8.583757,tp7
8166076,9.000479,7.1019273,tp7
8166150,-0.10557568,6.5930915,tp7
8166152,9.677319,6.045284,tp7
8166224,10.104876,6.0461974,tp7
8166272,8.397128,8.972536,tp7
8166279,10.591966,6.4490237,tp7
8166320,7.7599664,8.858995,tp7
8166364,0.31852007,7.9559484,tp7
8166371,0.48259133,8.994715,tp7
8166470,3.8799322,8.104725,tp7
8166488,7.4963846,9.096215,tp7
8166531,9.969828,9.008486,tp7
8166586,3.8748002,10.045626,tp7
8166591,-0.72482276,7.2407513,tp7
8166611,6.1616464,4.631136,tp7
8166612,10.383189,5.6090117,tp7
8166677,2.4104695,8.2344885,tp7
8166704,9.726777,7.146749,tp7
8166709,8.002973,8.231403,tp7
8166728,10.25366,8.678328,tp7
8166760,9.254784,7.901934,tp7
8166776,6.411053,7.5738235,tp7
8166797,-1.5204625,9.418459,tp7
8166804,4.6231966,7.809726,tp7
8166822,2.3227665,9.589671,tp7
8166879,3.0100746,7.8893433,tp7
8166932,0.8245792,10.032338,tp7
8166963,8.027452,5.3221874,tp7
8167002,1.425301,11.757386,tp7
8167012,-0.50734717,7.3554764,tp7
8167022,0.23113567,10.346613,tp7
8167045,2.796164,11.100276,tp7
8167080,-2.0145106,9.890334,tp7
8167123,-2.0793424,11.622856,tp7
8167194,9.795947,7.744477,tp7
8167200,2.015479,8.00695,tp7
8167243,0.49451283,7.012182,tp7
8167257,0.65833986,9.923039,tp7
8167300,-1.7504609,11.087305,tp7
8167324,9.582602,3.3251696,tp7
8167337,9.115852,8.675234,tp7
8167357,10.691712,6.1128354,tp7
8167363,9.645421,3.1993904,tp7
8167389,5.4200106,9.094341,tp7
8167394,2.9495947,9.599061,tp7
8167399,6.0346723,6.7689776,tp7
8167414,4.351797,9.036405,tp7
8167444,9.449732,3.302522,tp7
8167455,10.517682,9.05322,tp7
8167477,8.496786,7.668356,tp7
8167487,-1.7248465,10.80526,tp7
8167582,0.59710944,8.005612,tp7
8167601,1.5737345,8.461187,tp7
8167616,7.408731,8.832728,tp7
8167654,8.155972,6.6091285,tp7
8167698,0.94268185,10.500476,tp7
8167704,9.803868,7.747056,tp7
8167707,3.4693987,9.822256,tp7
8167717,9.489702,3.344897,tp7
8167740,9.577484,7.9072924,tp7
8167802,2.1360452,8.436315,tp7
8167856,4.622021,9.870049,tp7
8167899,-0.47863337,8.412296,tp7
8167911,11.211554,4.7992396,tp7
8167958,9.222272,7.7709756,tp7
8167965,0.88186806,7.079953,tp7
8168068,1.0466775,10.040624,tp7
8168121,-1.3643993,11.388071,tp7
8168185,1.7154756,7.87732,tp7
8168196,10.4292145,6.2304025,tp7
8168223,10.027802,8.74941,tp7
8168239,1.931511,8.76031,tp7
8168253,11.328471,4.62364,tp7
8168313,3.8580518,9.628258,tp7
8168372,1.7029381,8.323616,tp7
8168419,0.98795146,10.400875,tp7
8168441,1.8058269,9.391269,tp7
8168468,6.513361,8.573549,tp7
8168493,-1.9907568,9.633609,tp7
8168517,4.8220797,8.656078,tp7
8168557,4.326499,9.073818,tp7
8168579,0.3279027,9.489798,tp7
8168634,9.126116,4.6714673,tp7
8168642,10.796846,5.047451,tp7
8168697,-0.9875602,10.351308,tp7
8168706,2.2615309,8.723695,tp7
8168723,-0.03869288,8.474859,tp7
8168730,3.4565997,9.787968,tp7
8168750,-2.4740713,8.9183,tp7
8168792,1.1392866,9.568183,tp7
8168817,10.100282,8.484207,tp7
8168852,10.647559,7.683396,tp7
8168873,1.250497,8.615095,tp7
8168879,-0.5092309,11.393314,tp7
8168968,4.3116927,8.327424,tp7
8168985,2.653902,9.236934,tp7
8169025,1.7424439,9.169508,tp7
8169033,9.626022,3.0426762,tp7
8169055,8.950301,8.629014,tp7
8169079,2.5973387,8.946742,tp7
8169086,0.9174252,9.263198,tp7
8169162,9.273238,3.2885282,tp7
8169191,8.837372,8.2439,tp7
8169229,-1.577234,7.834129,tp7
8169234,0.8912185,9.681206,tp7
8169321,5.7500954,8.70532,tp7
8169326,6.025568,8.775621,tp7
8169410,10.171442,8.411217,tp7
8169451,1.4147086,9.120907,tp7
8169481,0.46256903,6.811446,tp7
8169499,10.162949,4.9738207,tp7
8169570,1.8386239,10.582123,tp7
8169602,0.951301,8.702124,tp7
8169604,9.5707035,3.411396,tp7
8169678,5.110573,8.01967,tp7
8169703,9.810147,4.8602777,tp7
8169809,4.0616713,9.119507,tp7
8169823,9.229281,7.983408,tp7
8169825,7.5946608,8.073313,tp7
8169972,9.515622,3.0824373,tp7
8169979,6.505635,7.887377,tp7
8170002,-2.4181464,9.0535555,tp7
8170044,-0.35443193,8.859979,tp7
8170101,6.377955,8.176679,tp7
8170145,8.868581,6.612669,tp7
8170146,11.053789,5.5648036,tp7
8170167,10.0113325,5.2766356,tp7
8170197,0.40630147,7.695784,tp7
8170224,4.477109,9.124961,tp7
8170249,-0.85168356,9.661332,tp7
8170314,-1.0952917,7.3789864,tp7
8170344,-0.7230194,7.468756,tp7
8170363,2.2036414,9.324637,tp7
8170434,9.630644,5.1542664,tp7
8170435,8.179644,8.109661,tp7
8170497,10.604887,7.9872193,tp7
8170503,0.30474716,10.974355,tp7
8170560,0.11364497,10.068025,tp7
8170586,0.28715515,9.55216,tp7
8170593,-0.7807299,9.829203,tp7
8170601,0.008414409,9.516769,tp7
8170627,1.954838,11.331491,tp7
8170680,0.009568069,11.248327,tp7
8170687,8.778101,5.534986,tp7
8170694,-0.2564965,11.756679,tp7
8170704,2.0890758,10.794938,tp7
8170725,0.42396197,8.129859,tp7
8170739,1.6039652,10.711741,tp7
8170752,0.1550161,10.379899,tp7
8170822,4.1703115,8.22051,tp7
8170881,-0.5318574,7.9228578,tp7
8170885,7.619207,7.8655534,tp7
8170920,1.2746522,10.224767,tp7
8170936,0.5626912,8.076582,tp7
8170941,2.8566828,8.71219,tp7
8170954,0.8725757,7.9336686,tp7
8170981,1.7952707,8.581957,tp7
8171015,3.1183805,9.92752,tp7
8171028,8.881456,7.2724667,tp7
8171057,6.65512,8.580659,tp7
8171168,9.86792,5.616007,tp7
8171172,-1.5078136,11.163941,tp7
8171230,3.6942427,8.154172,tp7
8171235,6.0029607,8.638977,tp7
8171304,9.222525,8.204462,tp7
8171331,10.8571205,4.405989,tp7
8171486,-1.951033,9.149937,tp7
8171497,6.6986537,8.522845,tp7
8171515,10.977803,5.230514,tp7
8171545,4.253008,9.53103,tp7
8171585,10.241534,7.149169,tp7
8171607,0.9550873,9.463253,tp7
8171609,2.1302073,10.152637,tp7
8171649,0.9465748,10.448374,tp7
8171681,-1.1015779,8.75777,tp7
8171702,10.456245,8.373354,tp7
8171710,10.199124,8.327097,tp7
8171739,9.738682,8.52006,tp7
8171743,0.29695308,8.152743,tp7
8171807,3.7140017,9.479914,tp7
8171834,2.6742733,10.146345,tp7
8171859,-0.3387784,11.3898,tp7
8171874,0.67120016,7.8315477,tp7
8171880,10.056177,5.1300144,tp7
8171895,5.92014,4.270961,tp7
8171937,3.7475579,8.967851,tp7
8171948,-2.3289452,9.388903,tp7
8171951,0.76878244,7.4281397,tp7
8171989,-1.5752244,9.743472,tp7
8171996,10.813596,5.4624763,tp7
8172010,2.9268253,9.608925,tp7
8172016,-1.9649556,8.4881,tp7
8172030,1.5864592,9.987525,tp7
8172080,10.478174,8.312498,tp7
8172095,1.6526306,10.007603,tp7
8172100,3.4113114,9.20365,tp7
8172119,10.14159,6.1968565,tp7
8172125,1.4628141,10.124796,tp7
8172152,3.0361636,8.382062,tp7
8172177,2.6335118,8.320754,tp7
8172221,4.686761,8.6462755,tp7
8172256,9.651337,7.3749547,tp7
8172311,1.399225,10.825395,tp7
8172326,8.756019,8.9127,tp7
8172337,2.025169,8.355439,tp7
8172378,3.1791458,8.907546,tp7
8172390,3.1684694,8.310031,tp7
8172445,5.411438,9.60473,tp7
8172461,9.972708,6.132742,tp7
8172498,0.14774923,11.47853,tp7
8172502,-0.16961142,8.598742,tp7
8172522,9.397665,8.585932,tp7
8172527,9.452281,8.938306,tp7
8172528,-0.9789749,9.581673,tp7
8172543,3.0617054,7.51609,tp7
8172551,1.0031219,11.594087,tp7
8172557,2.9508665,8.816138,tp7
8172589,10.068282,6.134177,tp7
8172594,2.9838552,10.263365,tp7
8172618,7.723306,7.9482365,tp7
8172640,9.042944,9.101322,tp7
8172655,2.7701204,10.300206,tp7
8172680,10.23711,8.342741,tp7
8172708,8.684767,7.89154,tp7
8172778,3.5141597,8.898958,tp7
8172800,2.1074746,10.4737015,tp7
8172806,2.5595703,10.593713,tp7
8172807,0.07449869,8.590673,tp7
8172822,9.738447,7.488504,tp7
8172841,2.405997,9.203783,tp7
8172870,10.096696,8.028409,tp7
8172875,2.5720158,9.572572,tp7
8172883,-1.0336913,10.168364,tp7
8172916,3.7619069,8.908322,tp7
8172990,5.863648,7.4522185,tp7
8172994,0.14806023,7.0543003,tp7
8173057,9.863637,8.723048,tp7
8173121,2.1386733,8.33265,tp7
8173179,4.574948,7.4249434,tp7
8173193,10.191087,5.1924386,tp7
8173266,6.3838983,8.370166,tp7
8173284,3.6767416,9.766913,tp7
8173293,5.6260233,8.614096,tp7
8173302,4.240547,9.578134,tp7
8173311,3.180067,9.95784,tp7
8173338,1.616023,9.499614,tp7
8173342,4.8219523,8.43497,tp7
8173387,10.50805,7.205703,tp7
8173405,9.968804,4.5745487,tp7
8173410,0.01527171,9.1273365,tp7
8173450,10.647516,8.879993,tp7
8173480,-2.0252516,10.684715,tp7
8173488,10.286408,7.4395676,tp7
8173546,-1.3983057,10.964881,tp7
8173566,3.0362768,10.772856,tp7
8173687,2.135713,10.240194,tp7
8173722,4.3415327,9.354612,tp7
8173764,0.79273856,8.417473,tp7
8173767,-1.5092571,9.381516,tp7
8173775,2.4705763,9.545635,tp7
8173835,1.8978854,10.4132185,tp7
8173841,1.0702739,10.2105875,tp7
8173864,10.187786,8.315503,tp7
8173870,9.719429,7.7164044,tp7
8173887,-1.5653483,9.869253,tp7
8173950,0.10040129,9.810876,tp7
8173956,-0.7700371,7.847302,tp7
8174128,4.1375675,9.308471,tp7
8174142,4.7554665,7.479945,tp7
8174171,9.344608,8.342604,tp7
8174189,9.762926,7.08558,tp7
8174226,4.765232,7.383555,tp7
8174233,9.451231,3.199494,tp7
8174249,2.3195617,8.811581,tp7
8174312,10.242003,8.030143,tp7
8174321,4.042771,9.517725,tp7
8174338,8.800317,9.046826,tp7
8174358,6.967829,5.557356,tp7
8174361,4.9484067,9.173622,tp7
8174373,5.878637,8.543423,tp7
8174381,1.8748776,9.569959,tp7
8174393,-0.9298143,8.574706,tp7
8174399,1.1420674,8.581729,tp7
8174417,3.8959913,9.230871,tp7
8174467,0.37740132,9.749367,tp7
8174616,3.12326,8.349031,tp7
8174623,1.9534818,10.468931,tp7
8174748,7.637884,8.053223,tp7
8174800,3.7147503,9.880525,tp7
8174836,0.7849001,11.999196,tp7
8174857,9.560909,3.4223068,tp7
8174870,5.0735545,8.871452,tp7
8174873,3.7069318,9.438032,tp7
8174889,2.159282,8.560222,tp7
8174894,-0.25305763,10.243589,tp7
8174928,2.9671142,8.570727,tp7
8174963,3.6489675,9.508066,tp7
8174995,2.4763124,8.700031,tp7
8175005,-1.6033869,11.16381,tp7
8175027,11.282114,4.3548045,tp7
8175049,1.6068774,9.317513,tp7
8175050,1.7617744,10.270577,tp7
8175052,-1.1293062,9.768448,tp7
8175058,1.8626795,8.174184,tp7
8175065,-2.0836747,8.018855,tp7
8175104,8.60537,6.2394176,tp7
8175115,9.346384,3.200683,tp7
8175165,1.0384184,8.30292,tp7
8175230,10.591451,8.46589,tp7
8175286,0.86440897,7.079418,tp7
8175358,4.677464,7.732029,tp7
8175368,3.2001822,9.453193,tp7
8175381,1.7588216,11.312722,tp7
8175415,10.318785,6.3789697,tp7
8175433,0.31362924,10.995916,tp7
8175488,-1.822743,10.410962,tp7
8175493,3.7754958,9.806805,tp7
8175552,10.18415,9.049341,tp7
8175608,0.18731421,11.274059,tp7
8175662,-0.63371485,8.190215,tp7
8175743,0.07293431,10.224428,tp7
8175774,10.603654,6.2743516,tp7
8175803,-1.0183394,6.980481,tp7
8175863,-0.5868208,12.219211,tp7
8175939,-0.19957286,8.931903,tp7
8175970,2.829721,9.680682,tp7
8175971,9.296282,8.566428,tp7
8176005,-1.0822908,7.498719,tp7
8176008,9.363744,9.192649,tp7
8176009,9.616677,8.716629,tp7
8176013,-0.3100515,11.221663,tp7
8176049,5.860991,8.393554,tp7
8176096,2.4064126,7.391202,tp7
8176116,8.378177,7.3499007,tp7
8176140,5.2713137,9.1215315,tp7
8176150,4.9439793,8.792805,tp7
8176178,9.779866,3.4177907,tp7
8176180,0.9152348,8.218743,tp7
8176306,2.274375,11.187293,tp7
8176382,3.0900123,8.801652,tp7
8176391,10.787371,8.7787895,tp7
8176395,6.7698402,8.275104,tp7
8176426,-2.0483713,7.9252377,tp7
8176427,1.650405,9.004194,tp7
8176455,3.550621,8.674916,tp7
8176475,3.7549148,8.854179,tp7
8176492,10.183316,7.046051,tp7
8176521,-0.7822696,9.638495,tp7
8176532,3.320278,9.872734,tp7
8176615,1.503845,10.064533,tp7
8176646,2.4202096,9.863785,tp7
8176684,7.7461467,7.6862974,tp7
8176714,-0.2473294,7.5063205,tp7
8176750,-2.0987387,9.931261,tp7
8176761,5.30832,8.861769,tp7
8176799,1.4760646,9.100833,tp7
8176805,-1.251068,8.083749,tp7
8176810,1.7987053,8.02301,tp7
8176836,4.533494,8.671897,tp7
8176853,4.0513225,8.146567,tp7
8176946,9.765638,7.904371,tp7
8176999,8.769828,5.7548614,tp7
8177072,1.3148936,10.581253,tp7
8177127,7.7556243,8.340967,tp7
8177133,-2.2590249,9.217641,tp7
8177158,-1.8425612,8.249103,tp7
8177174,10.254254,6.2089577,tp7
8177180,9.414566,7.051169,tp7
8177182,-0.85028076,9.770253,tp7
8177230,1.0973219,9.378716,tp7
8177244,-0.32908216,10.98601,tp7
8177252,3.361376,8.07563,tp7
8177274,9.465664,3.2734375,tp7
8177388,3.2264297,8.788283,tp7
8177438,-1.4752245,11.105496,tp7
8177496,10.399292,8.432112,tp7
8177512,1.9858733,8.086971,tp7
8177568,3.4964278,7.3259873,tp7
8177570,3.797887,9.918586,tp7
8177606,9.991511,6.33442,tp7
8177609,-1.6816933,10.6247015,tp7
8177631,9.209259,6.8935347,tp7
8177661,1.0592158,8.876649,tp7
8177739,3.139561,8.678755,tp7
8177748,4.1849704,8.826682,tp7
8177758,5.3596187,8.0434065,tp7
8177798,6.2581153,8.76402,tp7
8177803,1.4093252,8.439737,tp7
8177843,9.108068,7.9755225,tp7
8177863,9.861868,8.15821,tp7
8177874,9.345397,3.239509,tp7
8177937,3.0404634,10.547678,tp7
8177952,7.987982,6.4156933,tp7
8177972,7.1430645,8.804686,tp7
8177991,10.39398,7.082486,tp7
8178026,8.583785,7.5063257,tp7
8178089,9.492316,3.6531675,tp7
8178091,1.9493328,10.076937,tp7
8178109,2.8450196,7.7814846,tp7
8178140,3.6986477,7.6309786,tp7
8178151,9.811794,7.862314,tp7
8178167,10.889114,4.1958447,tp7
8178182,1.926194,11.075394,tp7
8178211,0.42670226,11.013119,tp7
8178293,1.4653972,10.954641,tp7
8178310,2.3505023,11.018888,tp7
8178324,9.616907,3.1214833,tp7
8178355,0.9074088,11.019338,tp7
8178362,3.6432488,8.45431,tp7
8178391,8.820037,8.755924,tp7
8178427,3.49845,9.691758,tp7
8178438,10.911097,5.3715277,tp7
8178443,2.498102,7.416878,tp7
8178452,9.904981,7.148876,tp7
8178459,0.7935734,9.977075,tp7
8178515,3.2272515,10.931861,tp7
8178556,9.016075,8.613355,tp7
8178603,2.153565,9.98343,tp7
8178657,8.160541,6.2477036,tp7
8178670,-1.7346923,8.507909,tp7
8178681,8.95932,8.633649,tp7
8178692,2.3109882,9.104495,tp7
8178784,1.6762195,9.318606,tp7
8178799,-0.7490367,9.733539,tp7
8178846,0.8292495,7.599127,tp7
8178849,5.0128393,8.173041,tp7
